applicant_name,jamb_reg_number,utme_score,olevel_math,olevel_english,olevel_subject_1,olevel_grade_1,olevel_subject_2,olevel_grade_2,olevel_subject_3,olevel_grade_3,olevel_avg_score,course_applied,departmental_cutoff,outcome
Ibrahim Eze,202532447417FG,216,C5,B2,English Language,B2,Literature,B3,Further Mathematics,B2,3.8,Mass Communication,180,QUALIFIED
Fatima Okafor,202596289365FG,183,B3,C6,Mathematics,C4,Fine Art,C6,Further Mathematics,C5,3.2,Architecture,200,BORDERLINE
Kelvin Anyanwu,202534374018EG,188,B3,E8,Mathematics,C4,Economics,C5,Further Mathematics,B3,3.0,Accounting,200,ALTERNATIVE_COURSE
Blessing Abubakar,202515026755CF,160,B2,C4,Economics,B3,Commerce,B3,Further Mathematics,C4,3.6,Business Administration,180,REJECTED
Funmilayo Ibrahim,202599667345FG,177,D7,B3,Literature,C4,Government,B2,Further Mathematics,A1,3.6,Law,220,REJECTED
Kelvin Adeyemi,202566496902EG,162,C5,B3,Economics,F9,Commerce,D7,Further Mathematics,C6,2.4,Business Administration,180,REJECTED
Oluwaseun Nwosu,202550142576EG,175,D7,E8,Mathematics,E8,Physics,B2,Further Mathematics,F9,1.6,Civil Engineering,210,REJECTED
Grace Olawale,202536132850HJ,246,A1,B2,Economics,D7,Commerce,B3,Further Mathematics,A1,4.0,Business Administration,180,ALTERNATIVE_COURSE
Solomon Olawale,202573162526FG,176,B3,C4,Literature,C5,Government,C5,Further Mathematics,D7,3.0,Law,220,REJECTED
Chioma Ogundele,202590392355FG,302,C6,C5,Mathematics,C4,Physics,B3,Further Mathematics,A1,3.6,Civil Engineering,210,QUALIFIED
Oluwaseun Ibrahim,202530346156EG,227,C6,C5,Mathematics,C6,Economics,D7,Further Mathematics,C5,2.8,Economics,190,ALTERNATIVE_COURSE
Adaeze Nwosu,202526817151HJ,216,B2,B3,English Language,C5,Literature,C4,Further Mathematics,B3,3.6,Mass Communication,180,QUALIFIED
Solomon Okonkwo,202504641978FG,179,B2,B2,Mathematics,C4,Physics,C5,Further Mathematics,A1,3.8,Computer Science,200,REJECTED
Adaeze Chukwu,202561205943HJ,234,C5,C6,Economics,F9,Commerce,B2,Further Mathematics,B2,2.8,Business Administration,180,ALTERNATIVE_COURSE
Funmilayo Ogundele,202554654084EG,189,A1,B3,English Language,B2,Literature,C4,Further Mathematics,B3,4.0,Mass Communication,180,QUALIFIED
Ngozi Musa,202508632181EG,214,B3,A1,Mathematics,B3,Physics,C5,Further Mathematics,C4,3.8,Civil Engineering,210,QUALIFIED
Grace Nzekwe,202589701550EG,299,C5,C4,Literature,B3,Government,F9,Further Mathematics,C5,2.6,Law,220,ALTERNATIVE_COURSE
Chukwuemeka Abubakar,202546602416CF,206,F9,C5,Mathematics,D7,Fine Art,B3,Further Mathematics,F9,1.8,Architecture,200,REJECTED
Blessing Abubakar,202597364248CF,250,C4,F9,Mathematics,C5,Economics,C4,Further Mathematics,C6,2.4,Accounting,200,ALTERNATIVE_COURSE
Adaeze Ogundele,202524479513EG,185,B3,B2,Mathematics,B3,Fine Art,A1,Further Mathematics,B2,4.2,Architecture,200,BORDERLINE
Tunde Adeleke,202569586780FG,208,C5,B2,Mathematics,C5,Physics,C5,Further Mathematics,C5,3.2,Computer Science,200,QUALIFIED
Aisha Musa,202526460917FG,271,B3,C6,Biology,B2,Chemistry,D7,Further Mathematics,C4,3.2,Nursing Science,200,ALTERNATIVE_COURSE
Tunde Okafor,202529929596HJ,188,B2,F9,Biology,B3,Chemistry,B3,Further Mathematics,B3,3.2,Medicine and Surgery,280,ALTERNATIVE_COURSE
Aisha Nwosu,202569116331FG,273,C6,B3,Mathematics,C5,Physics,F9,Further Mathematics,B3,2.8,Computer Science,200,ALTERNATIVE_COURSE
Ngozi Anyanwu,202536945515HJ,234,D7,C6,Literature,F9,Government,F9,Further Mathematics,C4,1.6,Law,220,REJECTED
Fatima Okonkwo,202540857216HJ,190,D7,C4,Mathematics,C4,Economics,C6,Further Mathematics,C4,2.8,Accounting,200,ALTERNATIVE_COURSE
Chukwuemeka Adeleke,202596059329HJ,232,C4,C5,English Language,C5,Literature,B2,Further Mathematics,C5,3.2,Mass Communication,180,QUALIFIED
Kelvin Olawale,202532753273FG,244,E8,A1,Biology,C5,Chemistry,C6,Further Mathematics,B3,3.2,Medicine and Surgery,280,ALTERNATIVE_COURSE
Funmilayo Ibrahim,202532781952EG,231,B3,D7,Literature,B2,Government,C4,Further Mathematics,B2,3.4,Law,220,ALTERNATIVE_COURSE
Kelvin Ibrahim,202561648198CF,155,C5,A1,Economics,C5,Commerce,C5,Further Mathematics,C4,3.4,Business Administration,180,REJECTED
Blessing Abubakar,202568761124CF,184,C4,C5,Economics,B3,Commerce,B3,Further Mathematics,C6,3.4,Business Administration,180,QUALIFIED
Daniel Adeyemi,202551773454HJ,201,B3,C5,Literature,B2,Government,B2,Further Mathematics,C4,3.6,Law,220,BORDERLINE
Oluwaseun Chukwu,202540359544EG,207,C6,C5,Biology,C4,Chemistry,C4,Further Mathematics,C6,3.0,Nursing Science,200,QUALIFIED
Oluwaseun Nwosu,202594643039FG,231,C5,C4,Mathematics,C4,Fine Art,B3,Further Mathematics,C5,3.2,Architecture,200,QUALIFIED
Solomon Ibrahim,202592529858FG,216,C4,B3,Literature,C5,Government,C5,Further Mathematics,F9,2.6,Law,220,ALTERNATIVE_COURSE
Solomon Okafor,202515343324CF,163,D7,C4,English Language,B2,Literature,C4,Further Mathematics,B2,3.2,Mass Communication,180,REJECTED
Kelvin Nzekwe,202533506158CF,223,B3,C4,Mathematics,D7,Economics,D7,Further Mathematics,C6,2.8,Accounting,200,REJECTED
Blessing Ibrahim,202598334233HJ,231,C4,C4,Mathematics,C5,Physics,D7,Further Mathematics,F9,2.2,Civil Engineering,210,REJECTED
Chukwuemeka Nzekwe,202528403339HJ,229,A1,C5,Literature,C4,Government,A1,Further Mathematics,B2,4.0,Law,220,QUALIFIED
Chioma Adeyemi,202571731893HJ,247,A1,D7,Economics,A1,Commerce,C6,Further Mathematics,A1,4.0,Business Administration,180,ALTERNATIVE_COURSE
Ibrahim Adeleke,202597046947EG,239,C4,C4,Mathematics,D7,Physics,B2,Further Mathematics,D7,2.8,Civil Engineering,210,REJECTED
Grace Abubakar,202548847127CF,226,C4,C4,Biology,E8,Chemistry,B3,Further Mathematics,D7,2.6,Nursing Science,200,REJECTED
Josephine Adeyemi,202575823133FG,207,D7,C4,Biology,C4,Chemistry,B2,Further Mathematics,C6,3.0,Nursing Science,200,ALTERNATIVE_COURSE
Ibrahim Adeleke,202525236229EG,151,B3,C6,Mathematics,C4,Economics,C5,Further Mathematics,E8,2.8,Economics,190,REJECTED
Daniel Bello,202547452455FG,225,E8,F9,Biology,C5,Chemistry,C6,Further Mathematics,C6,2.0,Nursing Science,200,REJECTED
Blessing Okonkwo,202552740334FG,217,B3,C4,Economics,C6,Commerce,A1,Further Mathematics,E8,3.2,Business Administration,180,ALTERNATIVE_COURSE
Ibrahim Adeleke,202587411325HJ,219,A1,C4,Biology,B3,Chemistry,C4,Further Mathematics,C5,3.6,Nursing Science,200,QUALIFIED
Chioma Bello,202549960105FG,165,C4,F9,Mathematics,A1,Fine Art,C5,Further Mathematics,C5,2.8,Architecture,200,REJECTED
Victor Anyanwu,202562294938CF,172,B3,E8,Mathematics,B2,Economics,B2,Further Mathematics,C5,3.2,Economics,190,REJECTED
Josephine Musa,202502155732FG,246,B2,C4,Economics,C6,Commerce,B3,Further Mathematics,C4,3.4,Business Administration,180,QUALIFIED
Funmilayo Musa,202502166670CF,208,B2,B3,Economics,B2,Commerce,F9,Further Mathematics,B3,3.2,Business Administration,180,ALTERNATIVE_COURSE
Victor Anyanwu,202587495119CF,233,B3,C4,Mathematics,F9,Economics,E8,Further Mathematics,D7,2.0,Economics,190,REJECTED
Tunde Adeleke,202531647725CF,210,C6,C4,Mathematics,C6,Economics,C6,Further Mathematics,A1,3.4,Economics,190,QUALIFIED
Adaeze Nzekwe,202506940960CF,211,C5,B3,Literature,C4,Government,C5,Further Mathematics,C6,3.2,Law,220,BORDERLINE
Aisha Ibrahim,202539592323FG,242,B3,B2,Mathematics,D7,Economics,C4,Further Mathematics,C6,3.2,Accounting,200,ALTERNATIVE_COURSE
Ngozi Adeyemi,202555333426FG,191,B2,C4,Literature,E8,Government,A1,Further Mathematics,B2,3.4,Law,220,ALTERNATIVE_COURSE
Tunde Adeyemi,202560736077HJ,213,E8,B2,Mathematics,B3,Economics,B2,Further Mathematics,D7,3.0,Accounting,200,REJECTED
Peter Musa,202581231795FG,193,B2,B3,Mathematics,C6,Economics,A1,Further Mathematics,B2,4.0,Accounting,200,BORDERLINE
Amaka Ibrahim,202500666155FG,194,B2,F9,English Language,C6,Literature,B3,Further Mathematics,B3,3.0,Mass Communication,180,ALTERNATIVE_COURSE
Solomon Nzekwe,202570450232CF,199,C4,C6,Biology,B3,Chemistry,F9,Further Mathematics,A1,3.0,Medicine and Surgery,280,ALTERNATIVE_COURSE
Ibrahim Olawale,202545962622EG,217,C4,B2,Literature,C4,Government,A1,Further Mathematics,C4,3.6,Law,220,BORDERLINE
Solomon Ogundele,202554950050HJ,193,B3,E8,Literature,C6,Government,A1,Further Mathematics,B2,3.4,Law,220,ALTERNATIVE_COURSE
Kelvin Nwosu,202521053161CF,253,C5,B2,Mathematics,C4,Physics,C4,Further Mathematics,C6,3.2,Computer Science,200,QUALIFIED
Emmanuel Eze,202577425859CF,178,C4,C4,Economics,D7,Commerce,C4,Further Mathematics,D7,2.6,Business Administration,180,REJECTED
Oluwaseun Bello,202511649133FG,203,C4,C6,Economics,C4,Commerce,B2,Further Mathematics,C4,3.2,Business Administration,180,QUALIFIED
Kelvin Adeleke,202542565290HJ,194,C5,B3,Literature,C5,Government,C4,Further Mathematics,C4,3.2,Law,220,BORDERLINE
Grace Nwosu,202565097753HJ,260,C6,F9,Mathematics,A1,Physics,C5,Further Mathematics,C6,2.8,Computer Science,200,ALTERNATIVE_COURSE
Kelvin Nzekwe,202555245787CF,216,F9,C4,Economics,B3,Commerce,C4,Further Mathematics,C5,2.6,Business Administration,180,ALTERNATIVE_COURSE
Aisha Nwosu,202513711842FG,246,C6,B3,Biology,C6,Chemistry,C4,Further Mathematics,A1,3.6,Nursing Science,200,QUALIFIED
Fatima Okonkwo,202583230358EG,158,C4,C4,Mathematics,E8,Physics,E8,Further Mathematics,F9,1.6,Civil Engineering,210,REJECTED
Kelvin Nwosu,202552129328HJ,219,D7,C4,Mathematics,C6,Fine Art,B3,Further Mathematics,B2,3.2,Architecture,200,ALTERNATIVE_COURSE
Adaeze Nzekwe,202577524014FG,241,B3,E8,Mathematics,E8,Economics,B3,Further Mathematics,D7,2.4,Accounting,200,REJECTED
Oluwaseun Ibrahim,202523626693EG,212,E8,C5,Mathematics,E8,Economics,A1,Further Mathematics,C4,2.6,Accounting,200,REJECTED
Peter Ogundele,202523724501FG,247,A1,E8,Biology,B3,Chemistry,D7,Further Mathematics,B2,3.2,Nursing Science,200,REJECTED
Amaka Chukwu,202597215406FG,191,B2,C5,Mathematics,C4,Economics,C5,Further Mathematics,B3,3.4,Economics,190,QUALIFIED
Chioma Anyanwu,202543811995EG,259,C5,C4,Biology,B2,Chemistry,C5,Further Mathematics,D7,3.0,Medicine and Surgery,280,ALTERNATIVE_COURSE
Daniel Olawale,202544856451CF,290,C6,E8,Economics,C4,Commerce,C5,Further Mathematics,D7,2.4,Business Administration,180,REJECTED
Daniel Adeyemi,202578996986CF,197,C5,C4,Biology,C4,Chemistry,B2,Further Mathematics,C4,3.2,Medicine and Surgery,280,BORDERLINE
Grace Abubakar,202599660577CF,194,B2,C6,Mathematics,C5,Fine Art,A1,Further Mathematics,A1,4.0,Architecture,200,BORDERLINE
Peter Nwosu,202505146074FG,260,C6,C5,English Language,C6,Literature,C5,Further Mathematics,A1,3.4,Mass Communication,180,QUALIFIED
Daniel Anyanwu,202523885652HJ,265,B3,E8,Biology,B3,Chemistry,C6,Further Mathematics,B3,3.2,Nursing Science,200,ALTERNATIVE_COURSE
Josephine Adeyemi,202516597263FG,191,B3,C5,Biology,C5,Chemistry,C6,Further Mathematics,B2,3.4,Medicine and Surgery,280,BORDERLINE
Victor Okafor,202513948848EG,195,B3,C6,Economics,D7,Commerce,C6,Further Mathematics,E8,2.6,Business Administration,180,REJECTED
Solomon Olawale,202542585626CF,200,C5,A1,English Language,A1,Literature,C5,Further Mathematics,D7,3.6,Mass Communication,180,ALTERNATIVE_COURSE
Grace Chukwu,202524073333HJ,162,C5,F9,Mathematics,B3,Physics,B2,Further Mathematics,C6,2.8,Civil Engineering,210,REJECTED
Tunde Okonkwo,202588936289HJ,177,B2,B3,Mathematics,E8,Economics,D7,Further Mathematics,C4,2.8,Accounting,200,REJECTED
Daniel Okonkwo,202555358512FG,174,D7,F9,Mathematics,C5,Fine Art,C5,Further Mathematics,F9,1.6,Architecture,200,REJECTED
Chioma Chukwu,202551935837FG,183,C6,C4,Mathematics,A1,Economics,D7,Further Mathematics,F9,2.6,Accounting,200,REJECTED
Fatima Okafor,202587805721FG,208,C6,C4,Mathematics,C4,Fine Art,C4,Further Mathematics,A1,3.4,Architecture,200,QUALIFIED
Funmilayo Ibrahim,202562637484FG,218,E8,B3,Biology,B3,Chemistry,D7,Further Mathematics,A1,3.2,Medicine and Surgery,280,REJECTED
Peter Abubakar,202509059119CF,264,C4,D7,Mathematics,E8,Economics,B2,Further Mathematics,C4,2.6,Accounting,200,REJECTED
Fatima Olawale,202520715116HJ,175,C4,B2,Mathematics,B2,Economics,F9,Further Mathematics,C6,2.8,Economics,190,REJECTED
Fatima Musa,202564712463EG,244,B3,C4,English Language,C6,Literature,B2,Further Mathematics,B3,3.6,Mass Communication,180,QUALIFIED
Emmanuel Nzekwe,202590805120CF,202,F9,C5,Biology,B3,Chemistry,C6,Further Mathematics,C4,2.6,Nursing Science,200,ALTERNATIVE_COURSE
Chukwuemeka Nwosu,202539728351EG,208,B3,B3,Mathematics,C6,Physics,C4,Further Mathematics,B3,3.6,Computer Science,200,QUALIFIED
Kelvin Nwosu,202570908144CF,233,B3,B2,Mathematics,C4,Fine Art,C6,Further Mathematics,C6,3.4,Architecture,200,QUALIFIED
Oluwaseun Adeleke,202557867181FG,170,C5,C4,Biology,B2,Chemistry,A1,Further Mathematics,B2,3.8,Nursing Science,200,REJECTED
Ngozi Okafor,202579181589HJ,223,B3,B2,Mathematics,C6,Economics,B2,Further Mathematics,C4,3.6,Accounting,200,QUALIFIED
Adaeze Okonkwo,202566170715HJ,215,C5,B3,Mathematics,B2,Economics,C6,Further Mathematics,B3,3.6,Economics,190,QUALIFIED
Blessing Chukwu,202503149982FG,227,B3,C4,Mathematics,C6,Fine Art,B3,Further Mathematics,C5,3.4,Architecture,200,QUALIFIED
Blessing Olawale,202568828503CF,220,C4,A1,Mathematics,B3,Physics,B2,Further Mathematics,E8,3.4,Computer Science,200,ALTERNATIVE_COURSE
Ibrahim Adeleke,202590063140EG,295,E8,D7,Economics,C5,Commerce,A1,Further Mathematics,B2,3.0,Business Administration,180,REJECTED
Blessing Nwosu,202529394694EG,187,F9,F9,Biology,C6,Chemistry,B3,Further Mathematics,C6,2.0,Nursing Science,200,REJECTED
Ibrahim Olawale,202574906072EG,191,C4,A1,Mathematics,C6,Physics,B3,Further Mathematics,C6,3.6,Civil Engineering,210,BORDERLINE
Victor Nwosu,202546484494CF,188,C5,B2,Biology,D7,Chemistry,C4,Further Mathematics,B2,3.2,Medicine and Surgery,280,ALTERNATIVE_COURSE
Ibrahim Nwosu,202580771130HJ,190,B3,D7,Biology,B2,Chemistry,A1,Further Mathematics,C6,3.6,Medicine and Surgery,280,ALTERNATIVE_COURSE
Oluwaseun Ibrahim,202590833509CF,187,A1,C5,Literature,A1,Government,C4,Further Mathematics,B3,4.0,Law,220,BORDERLINE
Blessing Okonkwo,202562481323FG,251,B3,E8,Literature,E8,Government,B3,Further Mathematics,B2,2.8,Law,220,REJECTED
Fatima Nwosu,202585011688CF,259,A1,C4,Economics,C6,Commerce,C5,Further Mathematics,B3,3.6,Business Administration,180,QUALIFIED
Grace Okafor,202560906913CF,190,C5,C5,Mathematics,B3,Fine Art,A1,Further Mathematics,D7,3.4,Architecture,200,ALTERNATIVE_COURSE
Solomon Eze,202596737945HJ,180,C4,A1,Mathematics,C6,Fine Art,C4,Further Mathematics,C4,3.4,Architecture,200,BORDERLINE
Fatima Okonkwo,202542506420HJ,226,D7,B2,Economics,C4,Commerce,B3,Further Mathematics,B2,3.4,Business Administration,180,ALTERNATIVE_COURSE
Ngozi Bello,202566677767FG,190,C5,C4,English Language,B2,Literature,C4,Further Mathematics,C6,3.2,Mass Communication,180,QUALIFIED
Ibrahim Adeleke,202539578654EG,232,B3,B3,Biology,C5,Chemistry,B2,Further Mathematics,B2,3.8,Nursing Science,200,QUALIFIED
Funmilayo Okonkwo,202503358268HJ,217,B2,B2,English Language,C5,Literature,B3,Further Mathematics,C6,3.6,Mass Communication,180,QUALIFIED
Peter Anyanwu,202526932657EG,156,E8,A1,Literature,B2,Government,C4,Further Mathematics,B2,3.4,Law,220,REJECTED
Blessing Ogundele,202511100051FG,264,C6,C4,Literature,C5,Government,C6,Further Mathematics,C4,3.0,Law,220,QUALIFIED
Victor Adeleke,202577524418EG,272,B2,B2,Biology,B2,Chemistry,C6,Further Mathematics,B3,3.8,Nursing Science,200,QUALIFIED
Chioma Musa,202543127102HJ,188,B2,B2,Literature,D7,Government,C4,Further Mathematics,C4,3.2,Law,220,ALTERNATIVE_COURSE
Tunde Adeleke,202592707955CF,196,B3,B2,Economics,A1,Commerce,C5,Further Mathematics,C6,3.8,Business Administration,180,QUALIFIED
Ibrahim Ogundele,202554159709HJ,220,A1,B2,Biology,B3,Chemistry,B3,Further Mathematics,B2,4.2,Nursing Science,200,QUALIFIED
Emmanuel Ibrahim,202552034476FG,221,B3,B3,Literature,C4,Government,F9,Further Mathematics,D7,2.6,Law,220,REJECTED
Blessing Nwosu,202590904637HJ,233,B3,F9,Mathematics,C5,Physics,C5,Further Mathematics,B3,2.8,Computer Science,200,ALTERNATIVE_COURSE
Adaeze Okonkwo,202552548374FG,280,A1,C5,English Language,C5,Literature,B3,Further Mathematics,C6,3.6,Mass Communication,180,QUALIFIED
Kelvin Nzekwe,202510213125CF,203,D7,D7,Biology,A1,Chemistry,C5,Further Mathematics,B3,3.2,Medicine and Surgery,280,REJECTED
Victor Olawale,202591297519CF,182,C4,B2,Literature,A1,Government,A1,Further Mathematics,C5,4.0,Law,220,BORDERLINE
Chukwuemeka Okafor,202563301658EG,161,C5,B2,Mathematics,C5,Physics,A1,Further Mathematics,A1,4.0,Computer Science,200,REJECTED
Peter Olawale,202507280123FG,184,C6,C5,Economics,C4,Commerce,C5,Further Mathematics,C4,3.0,Business Administration,180,QUALIFIED
Ibrahim Nwosu,202553269496FG,208,D7,C4,Literature,B2,Government,B2,Further Mathematics,C6,3.2,Law,220,ALTERNATIVE_COURSE
Daniel Eze,202521017509HJ,272,C4,C6,Mathematics,C5,Economics,C4,Further Mathematics,C5,3.0,Accounting,200,QUALIFIED
Victor Adeleke,202559194575HJ,191,C5,D7,Biology,C4,Chemistry,F9,Further Mathematics,C5,2.2,Medicine and Surgery,280,REJECTED
Peter Nwosu,202505677567HJ,217,C4,C6,Biology,B3,Chemistry,F9,Further Mathematics,B2,2.8,Nursing Science,200,ALTERNATIVE_COURSE
Victor Okonkwo,202526506229EG,209,B2,C5,Economics,B3,Commerce,E8,Further Mathematics,D7,2.8,Business Administration,180,REJECTED
Solomon Nwosu,202548433797HJ,251,A1,B3,Mathematics,B2,Economics,B3,Further Mathematics,A1,4.4,Accounting,200,QUALIFIED
Chukwuemeka Abubakar,202579423873HJ,298,E8,B2,English Language,E8,Literature,A1,Further Mathematics,E8,2.4,Mass Communication,180,REJECTED
Adaeze Adeleke,202519284552FG,191,A1,B3,Economics,B2,Commerce,C5,Further Mathematics,C5,3.8,Business Administration,180,QUALIFIED
Victor Musa,202535748595EG,192,F9,A1,Mathematics,C4,Fine Art,C4,Further Mathematics,B2,3.0,Architecture,200,ALTERNATIVE_COURSE
Funmilayo Bello,202537970581HJ,246,E8,C6,Literature,C4,Government,D7,Further Mathematics,C5,2.4,Law,220,REJECTED
Daniel Adeyemi,202576342507EG,233,C5,A1,Literature,C4,Government,C5,Further Mathematics,D7,3.2,Law,220,ALTERNATIVE_COURSE
Daniel Abubakar,202575983399CF,274,C5,B3,Mathematics,C6,Economics,C4,Further Mathematics,B2,3.4,Accounting,200,QUALIFIED
Solomon Okonkwo,202504432400HJ,230,C5,C5,Mathematics,B2,Physics,C6,Further Mathematics,B3,3.4,Civil Engineering,210,QUALIFIED
Fatima Adeleke,202575147439HJ,197,B3,C6,Biology,F9,Chemistry,C4,Further Mathematics,B3,2.8,Medicine and Surgery,280,ALTERNATIVE_COURSE
Aisha Ibrahim,202552568065HJ,230,B2,B2,Mathematics,E8,Physics,B2,Further Mathematics,D7,3.0,Civil Engineering,210,REJECTED
Peter Okafor,202580271122CF,248,B3,C6,Literature,A1,Government,B3,Further Mathematics,C4,3.8,Law,220,QUALIFIED
Chukwuemeka Okonkwo,202551768086HJ,238,B2,C5,Mathematics,A1,Economics,B3,Further Mathematics,B3,4.0,Economics,190,QUALIFIED
Daniel Bello,202530800370CF,227,C4,A1,Literature,B2,Government,B2,Further Mathematics,C6,3.8,Law,220,QUALIFIED
Solomon Anyanwu,202560847068CF,247,C6,E8,Mathematics,E8,Economics,B2,Further Mathematics,B3,2.6,Accounting,200,REJECTED
Chukwuemeka Adeleke,202558263280FG,250,B2,A1,Mathematics,B2,Physics,C4,Further Mathematics,B3,4.0,Computer Science,200,QUALIFIED
Victor Bello,202554614707HJ,258,C4,C4,Mathematics,B2,Physics,B2,Further Mathematics,C5,3.4,Civil Engineering,210,QUALIFIED
Ibrahim Anyanwu,202594394570EG,232,B2,A1,Mathematics,C6,Economics,C5,Further Mathematics,D7,3.4,Accounting,200,ALTERNATIVE_COURSE
Fatima Olawale,202553765769EG,204,D7,C6,Mathematics,B2,Fine Art,A1,Further Mathematics,A1,3.8,Architecture,200,ALTERNATIVE_COURSE
Chukwuemeka Adeleke,202510090040FG,215,C4,C4,Economics,C6,Commerce,C5,Further Mathematics,E8,2.6,Business Administration,180,ALTERNATIVE_COURSE
Ibrahim Okonkwo,202551460401FG,252,B3,C4,Economics,B2,Commerce,A1,Further Mathematics,B2,4.0,Business Administration,180,QUALIFIED
Emmanuel Nzekwe,202572011379FG,181,B3,E8,Literature,D7,Government,C6,Further Mathematics,B2,2.8,Law,220,REJECTED
Solomon Ogundele,202560076762CF,222,A1,C4,Mathematics,A1,Physics,C5,Further Mathematics,B2,4.0,Civil Engineering,210,QUALIFIED
Chioma Bello,202540433700HJ,196,D7,C5,Mathematics,E8,Fine Art,D7,Further Mathematics,C5,2.2,Architecture,200,REJECTED
Ngozi Adeyemi,202595778255EG,211,E8,C4,Mathematics,B2,Economics,C6,Further Mathematics,A1,3.2,Economics,190,ALTERNATIVE_COURSE
Ngozi Anyanwu,202542786561FG,254,C5,B3,Biology,B2,Chemistry,C4,Further Mathematics,C4,3.4,Nursing Science,200,QUALIFIED
Fatima Nzekwe,202505829582EG,216,B3,B3,Literature,C4,Government,C6,Further Mathematics,D7,3.2,Law,220,ALTERNATIVE_COURSE
Aisha Okafor,202581904823FG,211,C6,B3,Mathematics,C6,Economics,D7,Further Mathematics,F9,2.4,Accounting,200,REJECTED
Solomon Bello,202595613723CF,162,B2,C5,Economics,C6,Commerce,C4,Further Mathematics,B3,3.4,Business Administration,180,REJECTED
Solomon Eze,202538130004CF,236,C6,C4,Mathematics,D7,Economics,C5,Further Mathematics,B3,3.0,Economics,190,ALTERNATIVE_COURSE
Adaeze Abubakar,202560945653FG,232,B2,C6,Mathematics,A1,Economics,B3,Further Mathematics,E8,3.4,Accounting,200,ALTERNATIVE_COURSE
Blessing Ibrahim,202555047681HJ,285,C5,D7,English Language,C5,Literature,C4,Further Mathematics,C5,2.8,Mass Communication,180,ALTERNATIVE_COURSE
Blessing Ibrahim,202517481131HJ,199,C5,B3,Mathematics,F9,Fine Art,C4,Further Mathematics,A1,3.0,Architecture,200,ALTERNATIVE_COURSE
Tunde Bello,202596102908HJ,217,C5,B2,English Language,F9,Literature,A1,Further Mathematics,B3,3.2,Mass Communication,180,ALTERNATIVE_COURSE
Blessing Eze,202591872742CF,218,C4,C4,Biology,C5,Chemistry,B3,Further Mathematics,E8,2.8,Medicine and Surgery,280,ALTERNATIVE_COURSE
Chioma Ibrahim,202530626042EG,265,C5,C4,Mathematics,C5,Physics,E8,Further Mathematics,A1,3.0,Civil Engineering,210,ALTERNATIVE_COURSE
Amaka Adeyemi,202522299077FG,206,D7,C4,Biology,C4,Chemistry,C5,Further Mathematics,C6,2.8,Nursing Science,200,ALTERNATIVE_COURSE
Chioma Okafor,202546861114FG,219,A1,C4,English Language,C5,Literature,C5,Further Mathematics,B2,3.6,Mass Communication,180,QUALIFIED
Fatima Adeyemi,202592378584HJ,231,C4,D7,Economics,D7,Commerce,D7,Further Mathematics,B2,2.6,Business Administration,180,REJECTED
Ibrahim Nwosu,202542605080CF,216,F9,C5,Biology,C4,Chemistry,B2,Further Mathematics,A1,3.0,Medicine and Surgery,280,ALTERNATIVE_COURSE
Grace Olawale,202573377731EG,194,C5,C4,Mathematics,A1,Economics,D7,Further Mathematics,B2,3.4,Economics,190,ALTERNATIVE_COURSE
Kelvin Nwosu,202517819236FG,216,C4,C5,English Language,D7,Literature,A1,Further Mathematics,C5,3.2,Mass Communication,180,ALTERNATIVE_COURSE
Solomon Okafor,202535679327HJ,247,C6,C4,Mathematics,C6,Economics,A1,Further Mathematics,B3,3.6,Accounting,200,QUALIFIED
Adaeze Adeyemi,202581205464HJ,174,B2,C4,Literature,C4,Government,A1,Further Mathematics,C4,3.6,Law,220,REJECTED
Kelvin Ibrahim,202569899927FG,214,B3,C4,Biology,B3,Chemistry,B3,Further Mathematics,E8,3.2,Nursing Science,200,ALTERNATIVE_COURSE
Daniel Nzekwe,202544983553EG,185,C5,F9,Biology,C4,Chemistry,C5,Further Mathematics,A1,2.8,Medicine and Surgery,280,ALTERNATIVE_COURSE
Funmilayo Okonkwo,202539243588FG,251,F9,B2,Biology,B3,Chemistry,C5,Further Mathematics,B3,3.0,Nursing Science,200,ALTERNATIVE_COURSE
Grace Bello,202595275367FG,156,C6,C4,Mathematics,B2,Economics,C5,Further Mathematics,D7,3.0,Accounting,200,REJECTED
Solomon Olawale,202586013477FG,190,C4,B3,Mathematics,B3,Fine Art,A1,Further Mathematics,B2,4.0,Architecture,200,BORDERLINE
Funmilayo Adeyemi,202576651221FG,223,C4,B2,Mathematics,A1,Economics,C4,Further Mathematics,F9,3.0,Economics,190,ALTERNATIVE_COURSE
Amaka Nzekwe,202563090015FG,264,A1,A1,Mathematics,B2,Physics,C4,Further Mathematics,B2,4.2,Computer Science,200,QUALIFIED
Aisha Abubakar,202532089532HJ,207,C4,B2,Mathematics,C5,Physics,C4,Further Mathematics,B3,3.4,Civil Engineering,210,BORDERLINE
Daniel Anyanwu,202571136337EG,190,C4,A1,Mathematics,B2,Economics,C4,Further Mathematics,C5,3.6,Accounting,200,BORDERLINE
Funmilayo Olawale,202567331167HJ,275,D7,B3,Literature,A1,Government,C5,Further Mathematics,C4,3.4,Law,220,ALTERNATIVE_COURSE
Daniel Bello,202576855078HJ,159,C5,B3,Literature,C5,Government,B3,Further Mathematics,C4,3.4,Law,220,REJECTED
Solomon Nwosu,202563355643FG,133,C5,B3,Economics,C5,Commerce,C5,Further Mathematics,C5,3.2,Business Administration,180,REJECTED
